No.,ID Kabupaten,Tanggal Kejadian,Kejadian,Lokasi,Kabupaten,Provinsi,Kronologi,Penyebab,Meninggal,Hilang,Terluka,Rumah Rusak,Fasum Rusak
1669,7303,2008-06-09,BANJIR,,BANTAENG,SULAWESI SELATAN,-,,1,0,53,0,0
1670,7109,2008-06-09,BANJIR,,MINAHASA TENGGARA,SULAWESI UTARA,-,,0,0,0,0,8
1671,7105,2008-06-06,LETUSAN GUNUNG API,,MINAHASA SELATAN,SULAWESI UTARA,-,,0,0,0,0,0
1672,7106,2008-06-06,LETUSAN GUNUNG API,,MINAHASA UTARA,SULAWESI UTARA,-,,0,0,0,0,0
1673,1103,2008-06-05,TANAH LONGSOR,,ACEH SELATAN,ACEH,-,,1,0,0,3,0
1674,3508,2008-06-05,LETUSAN GUNUNG API,,LUMAJANG,JAWA TIMUR,-,,0,0,0,0,0
1675,3309,2008-06-04,PUTING BELIUNG,,BOYOLALI,JAWA TENGAH,-,,0,0,0,0,0
1676,3602,2008-06-03,PUTING BELIUNG,,LEBAK,BANTEN,-,,1,0,7,0,0
1677,7502,2008-06-03,BANJIR,,GORONTALO,GORONTALO,-,,0,0,0,0,0
1678,3175,2008-06-02,GELOMBANG PASANG / ABRASI,,KOTA JAKARTA UTARA,DKI JAKARTA,-,,0,0,0,0,0
1679,3202,2008-06-01,KEKERINGAN,,SUKABUMI,JAWA BARAT,-,,0,0,0,0,0
1680,3216,2008-06-01,KEKERINGAN,,BEKASI,JAWA BARAT,-,,0,0,0,0,0
1681,3520,2008-06-01,KEKERINGAN,,MAGETAN,JAWA TIMUR,-,,0,0,0,0,0
1682,3506,2008-06-01,KEKERINGAN,,KEDIRI,JAWA TIMUR,-,,0,0,0,0,0
1683,7322,2008-06-01,BANJIR,,LUWU UTARA,SULAWESI SELATAN,-,,0,0,0,0,0
1684,3318,2008-06-01,KEKERINGAN,,PATI,JAWA TENGAH,-,,0,0,0,0,0
1685,3328,2008-06-01,KEKERINGAN,,TEGAL,JAWA TENGAH,-,,0,0,0,0,0
1686,3601,2008-06-01,KEKERINGAN,,PANDEGLANG,BANTEN,-,,0,0,0,0,0
1687,3207,2008-06-01,KEKERINGAN,,CIAMIS,JAWA BARAT,-,,0,0,0,0,0
1688,6301,2008-06-01,BANJIR,,TANAH LAUT,KALIMANTAN SELATAN,-,,0,0,0,0,0
1689,6302,2008-06-01,BANJIR,,KOTABARU,KALIMANTAN SELATAN,-,,1,0,2,0,0
1690,1502,2008-06-01,BANJIR,,MERANGIN,JAMBI,-,,0,0,0,0,0
1691,3525,2008-06-01,KEKERINGAN,,GRESIK,JAWA TIMUR,-,,0,0,0,0,0
1692,3305,2008-06-01,KEKERINGAN,,KEBUMEN,JAWA TENGAH,-,,0,0,0,0,0
1693,3206,2008-06-01,KEKERINGAN,,TASIKMALAYA,JAWA BARAT,-,,0,0,0,0,0
1694,3204,2008-06-01,KEKERINGAN,,BANDUNG,JAWA BARAT,-,,0,0,0,0,0
1695,1809,2008-06-01,KEKERINGAN,,PESAWARAN,LAMPUNG,-,,0,0,0,0,0
1696,3304,2008-06-01,KEKERINGAN,,BANJARNEGARA,JAWA TENGAH,-,,0,0,0,0,0
1697,3602,2008-06-01,KEKERINGAN,,LEBAK,BANTEN,-,,0,0,0,0,0
1698,3301,2008-06-01,KEKERINGAN,,CILACAP,JAWA TENGAH,-,,0,0,0,0,0
1699,1805,2008-06-01,KEKERINGAN,,LAMPUNG TENGAH,LAMPUNG,-,,0,0,0,0,0
1700,3279,2008-06-01,KEKERINGAN,,KOTA BANJAR,JAWA BARAT,-,,0,0,0,0,0
1701,3519,2008-06-01,KEKERINGAN,,MADIUN,JAWA TIMUR,-,,0,0,0,0,0
1702,3523,2008-06-01,KEKERINGAN,,TUBAN,JAWA TIMUR,-,,0,0,0,0,0
1703,3302,2008-06-01,KEKERINGAN,,BANYUMAS,JAWA TENGAH,-,,0,0,0,0,0
1704,3312,2008-06-01,KEKERINGAN,,WONOGIRI,JAWA TENGAH,-,,0,0,0,0,0
1705,3314,2008-06-01,KEKERINGAN,,SRAGEN,JAWA TENGAH,-,,0,0,0,0,0
1706,3208,2008-06-01,KEKERINGAN,,KUNINGAN,JAWA BARAT,-,,0,0,0,0,0
1707,3522,2008-06-01,KEKERINGAN,,BOJONEGORO,JAWA TIMUR,-,,0,0,0,0,0
1708,3403,2008-06-01,KEKERINGAN,,GUNUNGKIDUL,DI YOGYAKARTA,-,,0,0,0,0,0
1709,3203,2008-06-01,KEKERINGAN,,CIANJUR,JAWA BARAT,-,,0,0,0,0,0
1710,3402,2008-06-01,KEKERINGAN,,BANTUL,DI YOGYAKARTA,-,,0,0,0,0,0
1711,3210,2008-06-01,KEKERINGAN,,MAJALENGKA,JAWA BARAT,-,,0,0,0,0,0
1712,7315,2008-06-01,BANJIR,,PINRANG,SULAWESI SELATAN,-,,0,0,0,0,0
1713,7325,2008-06-01,BANJIR,,LUWU TIMUR,SULAWESI SELATAN,-,,0,0,0,0,0
1714,3212,2008-06-01,KEKERINGAN,,INDRAMAYU,JAWA BARAT,-,,0,0,0,0,0
1715,3401,2008-06-01,KEKERINGAN,,KULON PROGO,DI YOGYAKARTA,-,,0,0,0,0,0
1716,3205,2008-06-01,KEKERINGAN,,GARUT,JAWA BARAT,-,,0,0,0,0,0
1717,1509,2008-06-01,KEBAKARAN HUTAN DAN LAHAN,,BUNGO,JAMBI,-,,0,0,0,0,0
1718,3311,2008-06-01,KEKERINGAN,,SUKOHARJO,JAWA TENGAH,-,,0,0,0,0,0
1719,3322,2008-06-01,KEKERINGAN,,SEMARANG,JAWA TENGAH,-,,0,0,0,0,0
1720,7318,2008-06-01,BANJIR,,TANA TORAJA,SULAWESI SELATAN,-,,0,0,0,0,0
1721,3526,2008-06-01,KEKERINGAN,,BANGKALAN,JAWA TIMUR,-,,0,0,0,0,0
1722,3306,2008-06-01,KEKERINGAN,,PURWOREJO,JAWA TENGAH,-,,0,0,0,0,0
1723,3521,2008-06-01,KEKERINGAN,,NGAWI,JAWA TIMUR,-,,0,0,0,0,0
1724,7203,2008-06-01,BANJIR,,MOROWALI,SULAWESI TENGAH,-,,0,0,0,0,2
1725,3310,2008-06-01,KEKERINGAN,,KLATEN,JAWA TENGAH,-,,0,0,0,0,0
1726,3502,2008-06-01,KEKERINGAN,,PONOROGO,JAWA TIMUR,-,,0,0,0,0,0
1727,3527,2008-06-01,KEKERINGAN,,SAMPANG,JAWA TIMUR,-,,0,0,0,0,0
1728,3518,2008-06-01,KEKERINGAN,,NGANJUK,JAWA TIMUR,-,,0,0,0,0,0
1729,3315,2008-06-01,KEKERINGAN,,GROBOGAN,JAWA TENGAH,-,,0,0,0,0,0
1730,3214,2008-06-01,KEKERINGAN,,PURWAKARTA,JAWA BARAT,-,,0,0,0,0,0
1731,3211,2008-06-01,KEKERINGAN,,SUMEDANG,JAWA BARAT,-,,0,0,0,0,0
1732,6403,2008-06-01,BANJIR,,KUTAI KARTANEGARA,KALIMANTAN TIMUR,-,,0,0,0,0,0
1733,3501,2008-06-01,KEKERINGAN,,PACITAN,JAWA TIMUR,-,,0,0,0,0,0
1734,3316,2008-06-01,KEKERINGAN,,BLORA,JAWA TENGAH,-,,0,0,0,0,0
1735,7307,2008-05-31,BANJIR,,SINJAI,SULAWESI SELATAN,-,,0,0,0,0,0
1736,3202,2008-05-31,PUTING BELIUNG,,SUKABUMI,JAWA BARAT,-,,0,0,1,0,0
1737,7471,2008-05-31,BANJIR,,KOTA KENDARI,SULAWESI TENGGARA,-,,0,0,126,0,2
1738,1103,2008-05-30,TANAH LONGSOR,,ACEH SELATAN,ACEH,-,,0,0,1,0,0
1739,7311,2008-05-30,BANJIR,,BONE,SULAWESI SELATAN,-,,0,0,0,0,0
1740,6301,2008-05-30,BANJIR,,TANAH LAUT,KALIMANTAN SELATAN,-,,0,0,0,0,0
1741,8205,2008-05-29,LETUSAN GUNUNG API,,HALMAHERA UTARA,MALUKU UTARA,-,,0,0,0,0,0
1742,1303,2008-05-29,TANAH LONGSOR,,SOLOK,SUMATERA BARAT,-,,0,0,2,0,0
1743,6310,2008-05-27,BANJIR,,TANAH BUMBU,KALIMANTAN SELATAN,-,,0,0,0,0,0
1744,1203,2008-05-19,GEMPA BUMI,,TAPANULI SELATAN,SUMATERA UTARA,-,,0,0,0,18,13
1745,1205,2008-05-19,GEMPA BUMI,,TAPANULI UTARA,SUMATERA UTARA,-,,0,0,200,316,21
1746,3503,2008-05-18,BANJIR,,TRENGGALEK,JAWA TIMUR,-,,1,0,0,62,0
1747,7501,2008-05-15,BANJIR,,BOALEMO,GORONTALO,-,,0,0,0,0,0
1748,1114,2008-05-12,PUTING BELIUNG,,ACEH TAMIANG,ACEH,-,,0,0,0,21,0
1749,7205,2008-05-06,BANJIR,,DONGGALA,SULAWESI TENGAH,-,,0,0,0,2,0
1750,5301,2008-05-06,GELOMBANG PASANG / ABRASI,,SUMBA BARAT,NUSA TENGGARA TIMUR,-,,0,0,0,0,1
1751,3204,2008-05-06,PUTING BELIUNG,,BANDUNG,JAWA BARAT,-,,0,0,14,170,0
1752,3503,2008-05-05,BANJIR,,TRENGGALEK,JAWA TIMUR,-,,0,0,0,4,0
1753,9412,2008-05-05,TANAH LONGSOR,,MIMIKA,PAPUA,-,,19,0,0,0,0
1754,3175,2008-05-05,GELOMBANG PASANG / ABRASI,,KOTA JAKARTA UTARA,DKI JAKARTA,-,,0,0,0,3,0
1755,7171,2008-05-05,BANJIR,,KOTA MANADO,SULAWESI UTARA,-,,0,0,0,0,0
1756,1471,2008-05-03,PUTING BELIUNG,,KOTA PEKANBARU,RIAU,-,,1,0,1,0,0
1757,3309,2008-05-02,PUTING BELIUNG,,BOYOLALI,JAWA TENGAH,-,,1,0,0,0,0
1758,7502,2008-05-01,BANJIR,,GORONTALO,GORONTALO,-,,0,0,0,0,0
1759,3302,2008-05-01,KEKERINGAN,,BANYUMAS,JAWA TENGAH,-,,0,0,0,0,0
1760,3314,2008-05-01,KEKERINGAN,,SRAGEN,JAWA TENGAH,-,,0,0,0,0,0
1761,7322,2008-05-01,BANJIR,,LUWU UTARA,SULAWESI SELATAN,-,,1,1,0,0,0
1762,1509,2008-05-01,KEBAKARAN HUTAN DAN LAHAN,,BUNGO,JAMBI,-,,0,0,0,0,0
1763,3312,2008-05-01,KEKERINGAN,,WONOGIRI,JAWA TENGAH,-,,0,0,0,0,0
1764,1802,2008-05-01,KEKERINGAN,,TANGGAMUS,LAMPUNG,-,,0,0,0,0,0
1765,3508,2008-05-01,KEKERINGAN,,LUMAJANG,JAWA TIMUR,-,,0,0,0,0,0
1766,3307,2008-05-01,KEKERINGAN,,WONOSOBO,JAWA TENGAH,-,,0,0,0,0,0
1767,3522,2008-05-01,KEKERINGAN,,BOJONEGORO,JAWA TIMUR,-,,0,0,0,0,0
1768,3309,2008-05-01,KEKERINGAN,,BOYOLALI,JAWA TENGAH,-,,0,0,0,0,0
1769,7203,2008-05-01,BANJIR,,MOROWALI,SULAWESI TENGAH,-,,0,0,0,0,0
1770,3403,2008-05-01,KEKERINGAN,,GUNUNGKIDUL,DI YOGYAKARTA,-,,0,0,0,0,0
1771,1103,2008-05-01,BANJIR,,ACEH SELATAN,ACEH,-,,0,0,0,0,0
1772,3322,2008-05-01,KEKERINGAN,,SEMARANG,JAWA TENGAH,-,,0,0,0,0,0
1773,3317,2008-05-01,KEKERINGAN,,REMBANG,JAWA TENGAH,-,,0,0,0,0,0
1774,3525,2008-05-01,KEKERINGAN,,GRESIK,JAWA TIMUR,-,,0,0,0,0,0
1775,6307,2008-04-30,BANJIR,,HULU SUNGAI TENGAH,KALIMANTAN SELATAN,-,,0,0,0,19,12
1776,7313,2008-04-30,BANJIR,,WAJO,SULAWESI SELATAN,-,,0,0,0,0,0
1777,3602,2008-04-29,PUTING BELIUNG,,LEBAK,BANTEN,-,,0,0,1,0,0
1778,7307,2008-04-29,BANJIR,,SINJAI,SULAWESI SELATAN,-,,0,0,0,0,2
1779,3309,2008-04-28,TANAH LONGSOR,,BOYOLALI,JAWA TENGAH,-,,1,0,0,0,0
1780,7325,2008-04-28,BANJIR,,LUWU TIMUR,SULAWESI SELATAN,-,,1,0,0,0,0
1781,7502,2008-04-26,BANJIR,,GORONTALO,GORONTALO,-,,0,0,0,0,0
1782,7209,2008-04-26,BANJIR,,TOJO UNA-UNA,SULAWESI TENGAH,-,,0,0,0,0,0
1783,7208,2008-04-25,BANJIR,,PARIGI MOUTONG,SULAWESI TENGAH,-,,0,0,0,0,0
1784,7205,2008-04-25,BANJIR,,DONGGALA,SULAWESI TENGAH,-,,0,0,0,0,1
1785,7204,2008-04-24,BANJIR,,POSO,SULAWESI TENGAH,-,,0,0,0,0,1
1786,6402,2008-04-24,BANJIR,,KUTAI BARAT,KALIMANTAN TIMUR,-,,0,0,0,0,7
1787,7271,2008-04-24,BANJIR,,KOTA PALU,SULAWESI TENGAH,-,,0,0,0,0,0
1788,7205,2008-04-23,BANJIR,,DONGGALA,SULAWESI TENGAH,-,,0,0,0,0,5
1789,6205,2008-04-23,BANJIR,,BARITO UTARA,KALIMANTAN TENGAH,-,,4,0,455,0,37
1790,1112,2008-04-22,BANJIR,,ACEH BARAT DAYA,ACEH,-,,0,0,0,0,0
1791,1103,2008-04-22,BANJIR,,ACEH SELATAN,ACEH,-,,0,0,200,0,0
1792,1175,2008-04-22,BANJIR,,KOTA SUBULUSSALAM,ACEH,-,,0,0,0,0,1
1793,1115,2008-04-22,BANJIR,,NAGAN RAYA,ACEH,-,,0,0,0,0,0
1794,1116,2008-04-22,BANJIR,,ACEH JAYA,ACEH,-,,0,0,0,0,0
1795,1302,2008-04-22,BANJIR,,PESISIR SELATAN,SUMATERA BARAT,-,,2,0,0,0,0
1796,1107,2008-04-22,BANJIR,,ACEH BARAT,ACEH,-,,0,0,0,0,0
1797,6213,2008-04-21,BANJIR,,MURUNG RAYA,KALIMANTAN TENGAH,-,,0,0,0,0,0
1798,7318,2008-04-20,BANJIR,,TANA TORAJA,SULAWESI SELATAN,-,,3,0,0,0,0
1799,3309,2008-04-19,PUTING BELIUNG,,BOYOLALI,JAWA TENGAH,-,,0,0,0,40,0
1800,8201,2008-04-18,LETUSAN GUNUNG API,,HALMAHERA BARAT,MALUKU UTARA,-,,0,0,0,0,0
1801,7322,2008-04-18,BANJIR,,LUWU UTARA,SULAWESI SELATAN,-,,0,0,0,0,0
1802,1308,2008-04-16,BANJIR,,LIMA PULUH KOTA,SUMATERA BARAT,-,,0,0,0,0,6
1803,1307,2008-04-16,BANJIR,,AGAM,SUMATERA BARAT,-,,0,0,0,0,0
1804,1803,2008-04-16,LETUSAN GUNUNG API,,LAMPUNG SELATAN,LAMPUNG,-,,0,0,0,0,0
1805,7204,2008-04-15,BANJIR,,POSO,SULAWESI TENGAH,-,,0,0,0,0,1
1806,5310,2008-04-15,LETUSAN GUNUNG API,,SIKKA,NUSA TENGGARA TIMUR,-,,0,0,0,0,0
1807,5103,2008-04-14,PUTING BELIUNG,,BADUNG,BALI,-,,1,0,2,0,0
1808,7315,2008-04-12,BANJIR,,PINRANG,SULAWESI SELATAN,-,,2,0,0,0,0
1809,3271,2008-04-12,TANAH LONGSOR,,KOTA BOGOR,JAWA BARAT,-,,1,0,2,0,0
1810,1371,2008-04-11,BANJIR,,KOTA PADANG,SUMATERA BARAT,-,,1,0,0,0,0
1811,7204,2008-04-11,BANJIR,,POSO,SULAWESI TENGAH,-,,0,0,0,0,4
1812,1803,2008-04-10,PUTING BELIUNG,,LAMPUNG SELATAN,LAMPUNG,-,,0,0,0,52,0
1813,3309,2008-04-09,PUTING BELIUNG,,BOYOLALI,JAWA TENGAH,-,,0,0,0,3,0
1814,3302,2008-04-08,PUTING BELIUNG,,BANYUMAS,JAWA TENGAH,-,,0,0,2,92,0
1815,3201,2008-04-07,BANJIR,,BOGOR,JAWA BARAT,-,,0,0,0,74,5
1816,3303,2008-04-07,PUTING BELIUNG,,PURBALINGGA,JAWA TENGAH,-,,0,0,0,184,0
1817,3204,2008-04-07,BANJIR,,BANDUNG,JAWA BARAT,-,,0,0,0,0,0
1818,3272,2008-04-06,BANJIR,,KOTA SUKABUMI,JAWA BARAT,-,,8,0,5,0,0
1819,5307,2008-04-05,BANJIR,,ALOR,NUSA TENGGARA TIMUR,-,,0,0,0,107,0
1820,5313,2008-04-04,BANJIR,,MANGGARAI,NUSA TENGGARA TIMUR,-,,5,0,0,0,0
1821,1906,2008-04-04,PUTING BELIUNG,,BELITUNG TIMUR,KEPULAUAN BANGKA BELITUNG,-,,0,0,0,2,0
1822,1807,2008-04-04,PUTING BELIUNG,,WAY KANAN,LAMPUNG,-,,0,0,0,47,0
1823,5206,2008-04-03,BANJIR,,BIMA,NUSA TENGGARA BARAT,-,,0,0,0,132,22
1824,8103,2008-04-01,KEKERINGAN,,MALUKU TENGAH,MALUKU,-,,0,0,0,0,0
1825,1509,2008-04-01,KEBAKARAN HUTAN DAN LAHAN,,BUNGO,JAMBI,-,,0,0,0,0,0
1826,3211,2008-04-01,BANJIR,,SUMEDANG,JAWA BARAT,-,,0,0,0,0,0
1827,1203,2008-04-01,BANJIR,,TAPANULI SELATAN,SUMATERA UTARA,-,,0,0,0,0,0
1828,7301,2008-04-01,BANJIR,,KEPULAUAN SELAYAR,SULAWESI SELATAN,-,,0,0,0,3,1
1829,1309,2008-04-01,BANJIR,,PASAMAN,SUMATERA BARAT,-,,0,0,0,0,0
1830,3307,2008-04-01,BANJIR,,WONOSOBO,JAWA TENGAH,-,,0,0,0,0,0
1831,1608,2008-04-01,BANJIR,,OGAN KOMERING ULU SELATAN,SUMATERA SELATAN,-,,0,0,0,0,0
1832,5204,2008-04-01,BANJIR,,SUMBAWA,NUSA TENGGARA BARAT,-,,0,0,0,0,0
1833,1807,2008-04-01,BANJIR,,WAY KANAN,LAMPUNG,-,,0,0,0,0,0
1834,1603,2008-04-01,BANJIR,,MUARA ENIM,SUMATERA SELATAN,-,,0,0,0,0,0
1835,3208,2008-04-01,BANJIR,,KUNINGAN,JAWA BARAT,-,,0,0,0,0,0
1836,1605,2008-04-01,BANJIR,,MUSI RAWAS,SUMATERA SELATAN,-,,0,0,0,0,0
1837,3203,2008-04-01,BANJIR,,CIANJUR,JAWA BARAT,-,,0,0,0,0,0
1838,1609,2008-04-01,BANJIR,,OGAN KOMERING ULU TIMUR,SUMATERA SELATAN,-,,0,0,0,0,0
1839,7602,2008-04-01,BANJIR,,POLEWALI MANDAR,SULAWESI BARAT,-,,0,0,0,0,0
1840,5205,2008-04-01,BANJIR,,DOMPU,NUSA TENGGARA BARAT,-,,0,0,0,0,0
1841,3273,2008-03-31,PUTING BELIUNG,,KOTA BANDUNG,JAWA BARAT,-,,0,0,5,0,0
1842,1213,2008-03-31,PUTING BELIUNG,,LANGKAT,SUMATERA UTARA,-,,0,0,25,190,2
1843,5319,2008-03-30,TANAH LONGSOR,,MANGGARAI TIMUR,NUSA TENGGARA TIMUR,-,,0,0,0,3,0
1844,1212,2008-03-30,PUTING BELIUNG,,DELI SERDANG,SUMATERA UTARA,-,,0,0,6,220,4
1845,3326,2008-03-30,PUTING BELIUNG,,PEKALONGAN,JAWA TENGAH,-,,0,0,2,0,0
1846,1808,2008-03-30,PUTING BELIUNG,,TULANG BAWANG,LAMPUNG,-,,0,0,0,42,1
1847,3309,2008-03-29,PUTING BELIUNG,,BOYOLALI,JAWA TENGAH,-,,0,0,0,209,0
1848,3519,2008-03-29,PUTING BELIUNG,,MADIUN,JAWA TIMUR,-,,0,0,48,0,0
1849,1805,2008-03-29,PUTING BELIUNG,,LAMPUNG TENGAH,LAMPUNG,-,,0,0,0,70,2
1850,5318,2008-03-29,BANJIR,,NAGEKEO,NUSA TENGGARA TIMUR,-,,0,0,0,0,1
1851,6303,2008-03-28,PUTING BELIUNG,,BANJAR,KALIMANTAN SELATAN,-,,0,0,0,1,0
1852,1803,2008-03-27,PUTING BELIUNG,,LAMPUNG SELATAN,LAMPUNG,-,,0,0,0,8,0
1853,6310,2008-03-26,PUTING BELIUNG,,TANAH BUMBU,KALIMANTAN SELATAN,-,,0,0,0,0,1
1854,3524,2008-03-26,BANJIR,,LAMONGAN,JAWA TIMUR,-,,0,0,0,0,39
1855,6303,2008-03-25,BANJIR,,BANJAR,KALIMANTAN SELATAN,-,,0,0,0,0,0
1856,1401,2008-03-24,BANJIR,,KUANTAN SINGINGI,RIAU,-,,0,0,0,0,2
1857,1403,2008-03-24,BANJIR,,INDRAGIRI HILIR,RIAU,-,,0,0,0,0,0
1858,1406,2008-03-24,BANJIR,,KAMPAR,RIAU,-,,0,0,0,0,31
1859,1407,2008-03-24,BANJIR,,ROKAN HULU,RIAU,-,,0,0,0,0,0
1860,5207,2008-03-24,BANJIR,,SUMBAWA BARAT,NUSA TENGGARA BARAT,-,,0,1,2,0,0
1861,3209,2008-03-24,TANAH LONGSOR,,CIREBON,JAWA BARAT,-,,1,0,10,0,0
1862,1471,2008-03-24,BANJIR,,KOTA PEKANBARU,RIAU,-,,2,0,4659,0,17
1863,7205,2008-03-24,BANJIR,,DONGGALA,SULAWESI TENGAH,-,,0,1,1,0,1
1864,1404,2008-03-24,BANJIR,,PELALAWAN,RIAU,-,,0,0,274,0,3
1865,1402,2008-03-24,BANJIR,,INDRAGIRI HULU,RIAU,-,,0,0,0,0,64
1866,3309,2008-03-23,TANAH LONGSOR,,BOYOLALI,JAWA TENGAH,-,,0,0,0,1,0
1867,5304,2008-03-23,TANAH LONGSOR,,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR,-,,0,0,0,79,0
1868,3309,2008-03-23,BANJIR,,BOYOLALI,JAWA TENGAH,-,,1,0,0,0,0
1869,6372,2008-03-23,PUTING BELIUNG,,KOTA BANJARBARU,KALIMANTAN SELATAN,-,,0,0,0,0,2
1870,6301,2008-03-23,BANJIR,,TANAH LAUT,KALIMANTAN SELATAN,-,,1,0,0,0,12
1871,3309,2008-03-23,PUTING BELIUNG,,BOYOLALI,JAWA TENGAH,-,,0,0,0,1,0
1872,1308,2008-03-22,TANAH LONGSOR,,LIMA PULUH KOTA,SUMATERA BARAT,-,,0,0,0,1,0
1873,3509,2008-03-22,BANJIR,,JEMBER,JAWA TIMUR,-,,0,0,0,0,0
1874,5304,2008-03-21,TANAH LONGSOR,,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR,-,,0,0,0,47,0
1875,5205,2008-03-21,BANJIR,,DOMPU,NUSA TENGGARA BARAT,-,,0,0,0,325,11
1876,1202,2008-03-21,BANJIR,,MANDAILING NATAL,SUMATERA UTARA,-,,0,0,0,0,0
1877,3522,2008-03-20,BANJIR,,BOJONEGORO,JAWA TIMUR,-,,0,0,0,0,54
1878,3519,2008-03-19,BANJIR,,MADIUN,JAWA TIMUR,-,,0,0,0,0,0
1879,3175,2008-03-19,PUTING BELIUNG,,KOTA JAKARTA UTARA,DKI JAKARTA,-,,0,0,2,0,0
1880,3309,2008-03-18,TANAH LONGSOR,,BOYOLALI,JAWA TENGAH,-,,0,0,0,5,0
1881,3204,2008-03-16,BANJIR,,BANDUNG,JAWA BARAT,-,,1,0,3,77,0
1882,3502,2008-03-15,BANJIR,,PONOROGO,JAWA TIMUR,-,,0,0,0,0,2
1883,3171,2008-03-15,BANJIR,,KOTA JAKARTA SELATAN,DKI JAKARTA,-,,0,0,50,0,0
1884,3172,2008-03-15,BANJIR,,KOTA JAKARTA TIMUR,DKI JAKARTA,-,,0,0,0,0,0
1885,3309,2008-03-15,BANJIR,,BOYOLALI,JAWA TENGAH,-,,0,0,0,0,1
1886,3171,2008-03-14,BANJIR,,KOTA JAKARTA SELATAN,DKI JAKARTA,-,,0,0,0,0,0
1887,3172,2008-03-14,BANJIR,,KOTA JAKARTA TIMUR,DKI JAKARTA,-,,0,0,0,0,0
1888,1202,2008-03-13,TANAH LONGSOR,,MANDAILING NATAL,SUMATERA UTARA,-,,0,0,0,1,1
1889,1305,2008-03-13,TANAH LONGSOR,,TANAH DATAR,SUMATERA BARAT,-,,5,0,0,1,0
1890,3171,2008-03-12,BANJIR,,KOTA JAKARTA SELATAN,DKI JAKARTA,-,,0,0,0,0,0
1891,3172,2008-03-12,BANJIR,,KOTA JAKARTA TIMUR,DKI JAKARTA,-,,0,0,0,0,0
1892,7205,2008-03-12,GELOMBANG PASANG / ABRASI,,DONGGALA,SULAWESI TENGAH,-,,0,0,0,0,1
1893,3175,2008-03-12,BANJIR,,KOTA JAKARTA UTARA,DKI JAKARTA,-,,0,0,0,0,0
1894,3174,2008-03-12,BANJIR,,KOTA JAKARTA BARAT,DKI JAKARTA,-,,0,0,0,0,0
1895,3210,2008-03-12,TANAH LONGSOR,,MAJALENGKA,JAWA BARAT,-,,0,0,0,0,0
1896,3323,2008-03-12,TANAH LONGSOR,,TEMANGGUNG,JAWA TENGAH,-,,0,0,70,1,0
1897,3201,2008-03-12,TANAH LONGSOR,,BOGOR,JAWA BARAT,-,,0,0,1,0,0
1898,5302,2008-03-12,BANJIR,,SUMBA TIMUR,NUSA TENGGARA TIMUR,-,,1,0,0,0,0
1899,3328,2008-03-12,BANJIR,,TEGAL,JAWA TENGAH,-,,0,1,0,0,0
1900,6302,2008-03-12,PUTING BELIUNG,,KOTABARU,KALIMANTAN SELATAN,-,,0,0,0,24,0
1901,1219,2008-03-11,PUTING BELIUNG,,BATU BARA,SUMATERA UTARA,-,,0,0,6,104,5
1902,3520,2008-03-10,TANAH LONGSOR,,MAGETAN,JAWA TIMUR,-,,1,0,1,4,2
1903,3316,2008-03-10,BANJIR,,BLORA,JAWA TENGAH,-,,0,0,80,0,0
1904,3525,2008-03-10,BANJIR,,GRESIK,JAWA TIMUR,-,,0,0,0,0,0
1905,3506,2008-03-10,BANJIR,,KEDIRI,JAWA TIMUR,-,,0,0,0,1,0
1906,1871,2008-03-10,TANAH LONGSOR,,KOTA BANDAR LAMPUNG,LAMPUNG,-,,1,0,0,1,0
1907,3502,2008-03-10,TANAH LONGSOR,,PONOROGO,JAWA TIMUR,-,,0,0,0,0,0
1908,3522,2008-03-10,BANJIR,,BOJONEGORO,JAWA TIMUR,-,,1,0,90,0,180
1909,3518,2008-03-10,BANJIR,,NGANJUK,JAWA TIMUR,-,,0,0,30,0,0
1910,3521,2008-03-10,BANJIR,,NGAWI,JAWA TIMUR,-,,0,0,0,0,0
1911,3519,2008-03-10,BANJIR,,MADIUN,JAWA TIMUR,-,,0,0,0,0,0
1912,3372,2008-03-09,BANJIR,,KOTA SURAKARTA,JAWA TENGAH,-,,0,0,63,0,2
1913,3520,2008-03-09,BANJIR,,MAGETAN,JAWA TIMUR,-,,0,0,0,0,2
1914,3506,2008-03-09,PUTING BELIUNG,,KEDIRI,JAWA TIMUR,-,,0,0,14,216,6
1915,3311,2008-03-09,TANAH LONGSOR,,SUKOHARJO,JAWA TENGAH,-,,0,0,203,0,0
1916,7571,2008-03-09,BANJIR,,KOTA GORONTALO,GORONTALO,-,,0,0,80,0,0
1917,3312,2008-03-08,TANAH LONGSOR,,WONOGIRI,JAWA TENGAH,-,,0,0,6,7,0
1918,6307,2008-03-08,TANAH LONGSOR,,HULU SUNGAI TENGAH,KALIMANTAN SELATAN,-,,0,0,0,0,0
1919,3202,2008-03-08,PUTING BELIUNG,,SUKABUMI,JAWA BARAT,-,,0,0,0,0,1
1920,1406,2008-03-08,PUTING BELIUNG,,KAMPAR,RIAU,-,,1,0,5,0,0
1921,3314,2008-03-07,BANJIR,,SRAGEN,JAWA TENGAH,-,,2,1,9,0,0
1922,5313,2008-03-07,PUTING BELIUNG,,MANGGARAI,NUSA TENGGARA TIMUR,-,,0,0,0,28,0
