No.,ID Kabupaten,Tanggal Kejadian,Kejadian,Lokasi,Kabupaten,Provinsi,Kronologi,Penyebab,Meninggal,Hilang,Terluka,Rumah Rusak,Fasum Rusak
63,1219,2021-04-06,PUTING BELIUNG,Kec. Nibung Hangus Ds. Pematang Rambai,BATU BARA,SUMATERA UTARA,,hujan disertai angin kencang,0,0,0,3,0
64,8104,2021-04-05,BANJIR,Kec.  Waplau Ds.  Waplau,BURU,MALUKU,,• Hujan dengan intensitas tinggi dengan durasi yang cukup lama,0,0,0,0,0
65,5316,2021-04-05,BANJIR,Kec. Umbu Ratu Nggay Tengah Ds. Weluk Praimememang Kec. Umbu Ratu Nggay Ds.  Soru Kec. Umbu Ratu Nggay Barat Ds.  Matawai Kajawi Ds.  Praimadeta Kec. Katikutana Ds.  Dewa Jara Ds.  Makata Keri Kec. Katikutana Selatan Ds.  Tana Modu Ds.  Weemanu,SUMBA TENGAH,NUSA TENGGARA TIMUR,,•Cuaca ekstrim akibat badai siklon seroja,0,0,0,63,10
66,6474,2021-04-04,BANJIR,Kec. Bontang Utara Kel. Guntung Kel. Gunug Telihan Kel. Elai Kel. Api-Api,KOTA BONTANG,KALIMANTAN TIMUR,,•hujan dengan intensitas tinggi,0,0,0,0,0
67,5306,2021-04-04,BANJIR,Kec. Raimanuk Ds. Tasain Kec. Raihat  Ds. Asumanu Ds. Tohe Ds. Maumitin Kec. Kota Atambua Kel. Fatubenao Kel. Atambua Kel. Manumutin Kec. Lamaknen Selatan Ds. Debululik Kec. Kakuluk Mesak Ds. Fatuketi Ds. Dualaus Ds. Kabuna Kec. Tasifeto Barat Ds. Naekasa Kec. Tasifeto Timur Ds. Bauho Ds. Sadi Ds. Manleten Kec. Lamaknen Ds. Lamaksenulu Kec. Atambua Selatan Kel. Fatukbot,BELU,NUSA TENGGARA TIMUR,,"• Akibat curah hujan yg sangat tinggi mengguyur kab. Belu sejak Minggu, Pukul 22.00 WITA hingga saat ini",0,0,0,27,0
68,3202,2021-04-04,TANAH LONGSOR,Kec.  Caringin Ds. Cijenkol,SUKABUMI,JAWA BARAT,,hujan dengan intensitas tinggi dan tanah labil,0,0,0,0,0
69,5314,2021-04-04,BANJIR,Kec. Rote Timur Ds. Papela Ds. Oelasin Ds. Bebalain Ds. Daudolu Ds. Oesosole Kel. Namodale Kel. Mokdale,ROTE NDAO,NUSA TENGGARA TIMUR,,• Akibat hujan disertai angin kencang beberapa hari terakhir (cuaca ekstrim) yang terjadi di wilayah Prov. NTT,1,0,64,5693,105
70,5304,2021-04-04,BANJIR,Kec. Amanuban Selatan Ds. Bena Kec. Boking Ds. Meusin Ds. Fatumanufui Kec. Toianas Ds. Lobus Kec. Kualin Ds. Tuafanu Ds. Toineke Ds. Kiufatu Kec. Amanatun Utara Ds. Muna Ds. Sono Ds. Fatuoni Kec. Mollo Utara,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR,,•Akibat hujan dengan intensitas tinggi,0,0,0,504,7
71,5303,2021-04-04,BANJIR,Kec. Kupang Timur Ds. Oesao,KUPANG,NUSA TENGGARA TIMUR,,• Akibat curah hujan dengan intensitas tinggi sejak tanggal 2 – 4 April 2021 menyebabkan terjadinya banjir bandang di wilayah Oesao dan sekitarnya di Kec. Kupang Timur,12,3,26,8574,73
72,1308,2021-04-04,PUTING BELIUNG,Kec. Situjuah Limo Nagari Ng. Situjuah Tungkar Kec. Akabiluru Ng. Koto Tangah Batu Ampa,LIMA PULUH KOTA,SUMATERA BARAT,,• Akibat hujan dengan intensitas sedang hingga tinggi disertai angin Kencang,0,0,0,1,1
73,1306,2021-04-04,PUTING BELIUNG,Kec. Batang Gasan Nagari Gasan Gadang Kec. Sungai Garinggiang Nagari Kuranji Hulu Nagari Malai III Koto Kec. IV Koto Aua Malintang Nagari III Koto Aur Malintang Kec. V Koto Nagari Sikucua Timur Nagari Sikucua Utara Nagari Campago Kec. V Koto Timur Nagari Gunuang Padang Alai Nagari Limau Puruik Nagari Kudu Gantiang Kec. VII Koto Padang Sago Nagari Batu Kalang Kec. VII Koto Patamuan Nagari Tandikek Nagari Tandikek Utara Nagari Tandikek Barat Kec. VII Koto Nagari Balah Aie Timur Nagari Sungai Sariak Nagari Balah Aie Kec. Nan Sabaris Nagari Kurai Taji Kec. Sintuak Toboh Gadang Nagari Toboh Gadang Nagari Sintuak Kec. Lubuak Aluang Nagari Sungai Abang Lubuak Aluang Nagari Singguliang Lubuak Aluang Kec. Batang Anai Nagari Sungai Buluh Barat Kec. Anai Lingkuang Nagari Pakandangan Nagari Parik Malintang Nagari Koto Tinggi Kec. 2 x 11 Anam Lingkuang Nagari Sungai Asam Nagari Lubuak Pandan Kec. 2 x 11 Kayu Tanam Nagari Kayu Tanam,PADANG PARIAMAN,SUMATERA BARAT,,• Akibat cuaca extreme hujan disertai angin kencang selama ± 5 hari sejak tgl. 31 Maret s.d 05 April 2021,0,0,1,36,2
74,5311,2021-04-04,BANJIR,Kec. Lepembusu Ds. Ndikosapu Ds. Mukureku Ds. Ndikosapu Ds. taniwoda Kec. Ende Selatan Ds. Walisongo Kec. Ende Utara Kec. Nangapanda Kec. Ndona Kec. Wolojita Kec. Kotabaru Kec. Pulau Ende Kec. Ndori Ds. Maubasa Ds. Watuneso Ds. Ratemangga Kec. Wewaria Ds. Tendaleo Ds. Tanali Ds. Fataatu,ENDE,NUSA TENGGARA TIMUR,,• Akibat hujan disertai angin kencang beberapa hari terakhir (cuaca ekstrim) yang terjadi di wilayah Prov. NTT,1,0,0,121,7
75,3301,2021-04-04,PUTING BELIUNG,Kec. Dayeuhluhur  Ds.   Metenggeng Ds.  Dayeuhluhur Kec. Kedungreja Ds.  Bumireja Ds.  Bojongsari Kec.  Patimuan Ds.  Bulupayung Ds.  Patimuan Ds.  Cimrutu,CILACAP,JAWA TENGAH,,• Hujan dengan intensitas tinggi disertai angin kencang,0,0,0,47,0
76,6210,2021-04-04,BANJIR,Kec. Kahayan Tengah Ds. Penda Barania Ds. Tanjung Sangalang  Kec. Banama Tinggang Ds. Tangkahen  Kec. Jabiren Raya Ds. Taruna  Ds. Tumbang Nusa,PULANG PISAU,KALIMANTAN TENGAH,,• Akibat hujan dengan intensitas tinggi,0,0,0,0,0
77,5320,2021-04-04,BANJIR,Kec. Sabu Barat Kec. Sabu Timur,SABU RAIJUA,NUSA TENGGARA TIMUR,,• Akibat hujan disertai angin kencang beberapa hari terakhir (cuaca ekstrim) yang terjadi di wilayah Prov. NTT,3,5,2,12963,102
78,5313,2021-04-04,BANJIR,"Kec. Satar Mese Utara, Ds. Nao Kec. Cibal, Ds. Bea Mese, Kel. Pagal, Ds. Ladur Kec. Rembong, Kel. Bangka Leda, Kel. Bangka Nekang, Kel. Carep, Kel. Compang Carep, Kel. Compang Tuke, Kel. Golo Dukal, Kel. Karot, Kel. Laci Carep, Kel. Lawir, el. Mbaumuku, Kel. Pau, Kel. Pitak, Kel. Poco Mal, Kel. Satar Tacik, Kel. Tadong, Kel. Tenda, Kel. Wali, Kel. Waso, Kel. Watu Kec. Reok, Ds. Robek Kec. Ruteng, Ds. Bulan, Ds. Cireng, Ds. Compang Namut, Ds. Kakor, Ds. Per Bangka Wela, Ds. Poco Likang, Kel. Wae Belang, Ds. Meler, Kel. Wae Belang Kec. Satar Mese, Ds. Iteng, Ds. Jaong, Ds. Mocok, Ds. Paka, Ds. Wewo Kec. Satar Mese Barat, Ds. Hilihintir Kec. Rii, Ds. Lalong",MANGGARAI,NUSA TENGGARA TIMUR,,"Akibat hujan disertai angin kencang beberapa hari terakhir (cuaca ekstrim) yang terjadi di wilayah Prov. NTT pada Hari Minggu, 04 April 2021 Pkl. 01.00 WITA",0,0,0,260,273
79,5318,2021-04-04,PUTING BELIUNG,"Kec. Aesesa, Ds. Olaia, Ds. Danga, Ds. Tedakisa, Ds. Tonggurambang kec. Boawae, Ds. Kelewae, Ds. Mulakoli, Ds. Leguderu Kec. Mauponggo, Ds. Ululoga, Ds. Lajawajo, Ds. Wuliwalo Kec. Nangaroro, Ds. Riti, Ds. Tonggo Kampung Pauwua, Ds. Nataute Kec. Wolowae, Ds. Tendakinde, Ds. Natatoto, Ds. Totomala, Ds. Anakoli, Ds. Tendatoto",NAGEKEO,NUSA TENGGARA TIMUR,,"Akibat hujan disertai angin kencang beberapa hari terakhir (cuaca ekstrim) yang terjadi di wilayah Prov. NTT pada Hari Minggu, 04 April 2021",0,0,0,0,0
80,5309,2021-04-04,BANJIR,Kec. Ile Boleng Ds. Nelelamadike Ds. Nelemawangi Kec. Adonara Timur Kel. Waiwerang (Ibu Kota Kec. Adonara Timur) Ds. Waiburak Ds. Saosina Kec. Wotan Ulu Mado Ds. Oyang Barang Ds. Pandai Ds. Demondei Ds. Mewet Kec. Adonara Barat Ds. Waiwadan Ds. Duanur Ds. Danibao Ds. Riang Padung Ds. Homa Ds. Adonara Kec. Adonara Ds. Sagu Ds. Koli Kec. Klubagolit Ds. Mangaaleng,FLORES TIMUR,NUSA TENGGARA TIMUR,,•Akibat hujan dengan intensitas tinggi,72,2,83,116,29
81,5321,2021-04-04,BANJIR,Kec. Malaka Tengah Ds. Naimana Ds. Fahiluka Ds. Kawalu Ds. Railor Ds. Bereliku Ds. Lawaku Ds. Kakaniuk Kec. Malaka Barat Ds. Motaain Ds. Oan Mane Ds. Sikun Ds. Fafoe Ds. Lasaen Ds. Umatoos Ds. Rabasa Ds. Rabasa Hariain Ds. Loofoun Ds. Naas Ds. Motaulun Ds. Maktihan Ds. Besikama Ds. Umalor Ds. Raimataus Kec. Weliman Ds. Forekmodok Ds. Lamudur Ds. Wederok Ds. Kleseleon Kec. Wewiku Ds. Halibasa Ds. Alkani Kec. Kobalima Ds. Lalekun Barat Kec. Lo Kufeu Ds. Fatoin Kec. Weliman Ds. Wederok Ds. Lamudur Ds. Forkmodok Ds. Kleseleon,MALAKA,NUSA TENGGARA TIMUR,,•Akibat meluapnya Sungai Benenai dikernakan hujan dengan intensitas tinggi.,8,0,8,4740,92
82,1116,2021-04-04,PUTING BELIUNG,Kec. Darul Hikmah Gp. Paya Santeut,ACEH JAYA,ACEH,,•Akibat hujan dengan intensitas tinggi disertai angin kencang,0,0,0,1,0
83,3604,2021-04-04,TANAH LONGSOR,Kec. Mancak Ds. Winong,SERANG,BANTEN,,•Akibat jebolnya TPT dikarenakan hujan dengan intensitas tinggi,0,0,0,1,0
84,1307,2021-04-04,PUTING BELIUNG,Kec. Lubuk Basung Nagari Lubuk Basung Kec. Tanjung Mutiara Nagari Tiku Selatan Keec. Tanjung Raya Nagari Duo Koto Nagari Koto Malintang Kec. Palembayan Nagari Tigo Koto Silungkang Nagari Koto Palembayan Kec. Tanjung Raya Nagari Koto Kaciak,AGAM,SUMATERA BARAT,,•Akibat hujan disertai angin kencang,0,0,0,5,0
85,5302,2021-04-04,BANJIR,Kec. Kambera Kel. Mauhau Kel. Mauliru Kel. Kambaniru Kel. Praliu Kel. Lambanapu Kel. Maulumbi Ds. Kiritana Kec. Pandawai Kel. Kawangu Ds. Kambatana Kec Umalulu Kel. Lumbukore Desa Watuhadang Desa Watupuda Kec. Karera Ds. Praimadita Ds . Nggongi Ds . Tangula Jangga Ds . Praisalura Ds. Jangga Manggu Kec. Ngadu Ngala Ds. Hambawutang Ds. Praiwutu Kec. Wulawujelu Kec. Matawai La Pawu,SUMBA TIMUR,NUSA TENGGARA TIMUR,,•Akibat hujan dengan intesnitas tinggi yang terjadi selama beberapa hari,0,0,0,6130,122
86,1406,2021-04-04,KEBAKARAN HUTAN DAN LAHAN,Kec. Kuok Ds. Rantau,KAMPAR,RIAU,,•Dalam penyelidikan,0,0,0,0,0
87,5312,2021-04-04,PUTING BELIUNG,Kec. Bajawa Kel. Kisanata Kel. Lebijaga Kel. Bajawa Kel. Tanalodu Ds. Bowali Ds. Beiwali Kel. Susu Kel. Faobata Kel. Ngedukelu Kec. Bajawa Utara Ds. Inegena Kec. Riung Kel. Nangamese Ds. Rawangkal Ds. Tado Kec. Golewa Kec.  Golewa Barat Ds. Turekisa Ds. Persiapan Sobo II Kel. Mangulewa Kec. Soa Ds. Loa Kec.  Riung Barat Ds. Ngara Kec. Jerebuu Ds. Dariwali I Kec. Aimere Ds. Aimere Timur Kec. Wolomeze Kec. Golewa Selatan Ds. Boba,NGADA,NUSA TENGGARA TIMUR,,•Akibat hujan dengan intensitas tinggi disertai angin kencang,0,0,4,299,31
88,3402,2021-04-04,PUTING BELIUNG,Kapanewon Banguntapan Kel. Tamanan Kapanewon kasihan Kel. Tirtonirmolo Kel. Bangunjiwo Kapanewon Sewon Kel. Panggungharjo,BANTUL,DI YOGYAKARTA,,"•Hujan disertai angin kencang yang terjadi pada tanggal 04 April 2021 Pukul 13:30 WIB, memberikan dampak bagi sebagian wilayah di Kabupaten Bantul",0,0,1,0,0
89,5308,2021-04-04,BANJIR,Kec.  Ile Ape Ds. Waowala Ds.  Tanjung Batu Ds.  Amakaka Kec.  Ile Ape Timur Ds.  Jontona Ds.  Lamawolo Ds.  Waimatan,LEMBATA,NUSA TENGGARA TIMUR,,•Hujan dengan intensitas tinggi disertai angina kencang ( cuaca ekstrim),47,22,50,695,48
90,3522,2021-04-03,PUTING BELIUNG,Kec. Bojonegoro Ds. Campurejo,BOJONEGORO,JAWA TIMUR,,•Hujan deras disertai angin kencang di wilayah Desa Capurejo,0,0,0,1,0
91,3604,2021-04-03,BANJIR,Kec. Anyer Ds. Kosambi Ronyok,SERANG,BANTEN,,•Intensitas hujan tinggi sejak Jumat malam di sekitaran wilayah Kab. Serang menyebabkan banjir di Kec. Anyer dengan kondisi jalan yang lebih tinggi dari pemukiman.,0,0,0,0,0
92,1903,2021-04-03,PUTING BELIUNG,Kec. Muntok Ds. Menjelang,BANGKA BARAT,KEPULAUAN BANGKA BELITUNG,,•Terjadi angin puting beliung di Desa Menjelang disertai hujan,0,0,1,1,0
93,3271,2021-04-03,TANAH LONGSOR,Kec. Tanah Sareal Kel. Kedung Waringin,KOTA BOGOR,JAWA BARAT,,•Akibat curah hujan dengan intensitas lebat dan meyebabkan tanah menjadi labil,0,0,0,1,0
