No.,ID Kabupaten,Tanggal Kejadian,Kejadian,Lokasi,Kabupaten,Provinsi,Kronologi,Penyebab,Meninggal,Hilang,Terluka,Rumah Rusak,Fasum Rusak
18,6303,2019-12-29,PUTING BELIUNG,Kec. Martapura Barat Ds. Keliling Benteng Ulu,BANJAR,KALIMANTAN SELATAN,,• Akibat hujan disertai angina kencang,,,,0,0
19,3509,2019-12-28,PUTING BELIUNG,Kec.  Mumbulsari Ds.  Suco  Dsn. Kemiri songo  Dsn. Curah Laos,JEMBER,JAWA TIMUR,,• Akibat   hujan disertai angin kencang,,,,11,0
20,6409,2019-12-28,PUTING BELIUNG,Kec. Penajam Ds. Saloloang Ds. Sidorejo,PENAJAM PASER UTARA,KALIMANTAN TIMUR,,• Akibat hujan disertai angin kencang,,,,1,1
21,1409,2019-12-28,BANJIR,Kec. Rantau Kopar Ds. Sekapas Kel. Ranto Kec. Pujud Ds. Air Hitam Ds. Ulak Kumahang Kec. Tanah Putih Ds. Pulat Ds. Labuan Papan  Ds. Teluk Berembun Kec. Tanjung Medan Ds. Tanjung Medan Ds. Bagan Nanas Kec. Bangko Kel. Bangko Kanan Kec. Bangko Pusako Ds. Pematang Ibul Kec. Rimba Melintang Ds. Karya Mukti,ROKAN HILIR,RIAU,,• Akibat hujan dengan intensitas tinggi,,,,0,0
22,3201,2019-12-28,PUTING BELIUNG,Kec. Caringin Ds. Cinagara Kp. Lewi Kaso,BOGOR,JAWA BARAT,,• Akibat hujan diertai angin kencang,,,,3,0
23,3577,2019-12-28,PUTING BELIUNG,Jl. Diponegoro ( DEPAN POM JOYO ) Kel. Kelagen Rt. 20 Rw. 05,KOTA MADIUN,JAWA TIMUR,,• Hujan deras disertai angin kencang,,,,1,6
24,3509,2019-12-28,PUTING BELIUNG,Kec. Puger Kec.  Kaliwates Desa Wonosari Ds. Tegal Besar  Dusun Krajan Dsn  Krajan Barat,JEMBER,JAWA TIMUR,,• Terjadi hujan lebat yang disertai angin kencang,,,,9,0
25,3329,2019-12-28,TANAH LONGSOR,Kec. Sirampog Ds. Plompong,BREBES,JAWA BARAT,,• Akibat hujan dengan intensitas tinggi,,,1.0,1,0
26,3215,2019-12-28,BANJIR,Kec.  Telukjambe Barat. Ds.  Karangligar Dsn. Pangasinan,KARAWANG,JAWA BARAT,,• Akibat  Dampak luapan aliran Cisalak,,,,0,0
27,1402,2019-12-28,BANJIR,Kec. Lirik Ds. Pasir Ringgit Kec. Sungai Lala Ds. Morong Ds. Kuala Lala Kec. Rakit Kulim Ds. Kampung Bunga Ds. Petonggan Kec. Kelayang Ds. Palu Sengkilo,INDRAGIRI HULU,RIAU,,• Akibat hujan dengan intensitas tinggi,,,,0,0
28,1404,2019-12-28,BANJIR,Kec. Pangkalan Kerinci Ds. Rantau Baru Kec. Langgam,PELALAWAN,RIAU,,• Akibat hujan dengan intensitas tinggi,,,,0,0
29,3301,2019-12-28,PUTING BELIUNG,Kec. Cipari Ds. Serang,CILACAP,JAWA TENGAH,,• Hujan deras disertai angin kencang,,,,4,0
30,1407,2019-12-28,BANJIR,Kec. Bonai Darussalam Ds. Kasang Padang Ds. Bonai Darussalam,ROKAN HULU,RIAU,,• Akibat hujan dengan intensitas tinggi,,,,0,0
31,3579,2019-12-27,TANAH LONGSOR,"Kec. Bumiaji,  Desa Giripurno, Dusun Sawahan",KOTA BATU,JAWA TIMUR,,•  terjadi hujan intensitas tinggi di Kota Batu menyebabkan tanah jenuh dan mengalami longso,,,,1,0
32,3374,2019-12-27,TANAH LONGSOR,Kec. Semarang Barat Kel. Salaman Mloyo RT. 03 / VI,KOTA SEMARANG,JAWA TENGAH,,• Akibat hujan deras,,,,1,0
33,3329,2019-12-27,BANJIR,Kec. Tanjung Ds. Karakahan,BREBES,JAWA TENGAH,,• Akibat hujan dengan intensitas tinggi,,,,0,0
34,3308,2019-12-27,PUTING BELIUNG,Kec. Kajoran Ds. Ngedosari Dsn. Bantengan,MAGELANG,JAWA TENGAH,,• Akibat hujan disertai angin kencang,,,,14,0
35,3322,2019-12-27,TANAH LONGSOR,Kec. Ungaran Barat Ds. Susukan,SEMARANG,JAWA TENGAH,,• Akibat hujan dengan intensitas tinggi,,,,1,0
36,5204,2019-12-27,BANJIR,Kec. Lape Ds. Lab. Kuris,SUMBAWA,NUSA TENGGARA BARAT,,• Akibat hujan dengan intensitas tinggi dan penyebabnya adalah gundulnya hutan pegunungan yg di jadikan sebagai tempat lahan jagung dll.,,,,0,0
37,1501,2019-12-27,BANJIR,Kec. Air Hangat Ds. Koto Dua Lama,KERINCI,JAMBI,,• Akibat hujan dengan intensitas tinggi,,,,0,0
38,3503,2019-12-27,TANAH LONGSOR,Kec. Gandusari Ds. Melis,TRENGGALEK,JAWA TIMUR,,• terjadi hujan intensitas tinggi di Kab Trenggalek menyebabkan tanah jenuh dan mengalami longsor,,,,0,0
39,3314,2019-12-27,BANJIR,Kec.Sidoharjo Des.Wirun,SRAGEN,JAWA TENGAH,,• Hujan Deras,,,,0,0
40,9105,2019-12-27,BANJIR,Distrik Sidey Dsn. Irmus Kp. Aurmios Dsn. Isima Kp. Manggupi,MANOKWARI,PAPUA BARAT,,• Akibat hujan dengan intensitas tinggi,,,,0,0
41,3509,2019-12-26,PUTING BELIUNG,Kec. Patrang Kel. Patrang Kec. Ajung Ds. Ajung,JEMBER,JAWA TIMUR,,• hujan disertai angin kencang yang mengakibatkan  Beberapa pohon  roboh ke rumah warga,,,,15,0
42,3202,2019-12-26,GEMPA BUMI,121 km Tenggara KAB-SUKABUMI-JABAR,SUKABUMI,JAWA BARAT,,,,,,0,1
43,3201,2019-12-26,PUTING BELIUNG,Kec. Tajur Halang Ds. Sasak Panjang Kampung Pulo Perum Inkopad,BOGOR,JAWA BARAT,,• Akibat hujan dengan intensitas tinggi disertai angin puting beliung,,,,16,0
44,3212,2019-12-26,PUTING BELIUNG,Kec. Kroya Ds. Jayamulya,INDRAMAYU,JAWA BARAT,,• Akibat hujan deras disertai angin kencang,,,1.0,9,0
45,5272,2019-12-25,PUTING BELIUNG,Kec. Mpunda Kel. Manggemaci,KOTA BIMA,NUSA TENGGARA BARAT,,• Akibat hujan disertai angin kencang,,,,1,0
46,3573,2019-12-25,TANAH LONGSOR,Kec. Kedungkandang Kel. Mergosono Jl. Kolonel Sugiono Gg. 1B RT.07 / 05,KOTA MALANG,JAWA TIMUR,,• hujan disertai angin kencang yang mengakibatkan  Beberapa pohon  roboh ke rumah warga,,,,2,0
47,3302,2019-12-25,PUTING BELIUNG,Kec. Purwokerto Selatan Kel. Berkoh Kel. Purwokerto Kidul Kec. Sumbang Ds. Kotayasa Ds. Susukan Ds. Sikapat Ds. Gandatapa Ds. Banjarsari Kec. Baturaden Ds. Rempoah Kec. Karang Lewas Ds. Pangebatan Kec. Cilongok Ds. Pageraji Ds. Jatisaba Kec. Somagede Ds. Grumbul Pejaten Kec. Sokaraja Ds. Karang Kedawung,BANYUMAS,JAWA TENGAH,,• Akibat Hujan deras disertai Angin Kencang.,,,1.0,25,0
48,3309,2019-12-25,PUTING BELIUNG,Kec. Boyolali Kel. Siswodipuro Ds. Winong,BOYOLALI,JAWA TENGAH,,• Akibat hujan disertai angin kencang,,,,2,0
49,3301,2019-12-25,PUTING BELIUNG,Kec. Kawunganten Ds. Bojong Dsn. Jaya Giri Dsn. Kramasari Dsn. Nusadadi,CILACAP,JAWA TENGAH,,• Akibat hujan deras disertai angin kencang,,,,30,0
50,3522,2019-12-25,PUTING BELIUNG,Kec. Sekar Ds. Miyono Ds. Klino Ds. Bobol,BOJONEGORO,JAWA TIMUR,,• Akibat hujan disertai angin kencang,,,,18,1
51,3509,2019-12-25,PUTING BELIUNG,Kec. Patrang Kel. Bintoro Kec. Arjasa Kel. Darsono Kec. Ajung,JEMBER,JAWA TIMUR,,• Akibat hujan disertai angin kencang,,,1.0,15,1
52,3207,2019-12-25,PUTING BELIUNG,Kec. Sadananya Ds. Sukamulya Ds. Pesawahan Ds. Cikupa,CIAMIS,JAWA BARAT,,• Akibat hujan disertai angin kencang,,,,7,0
53,3323,2019-12-25,PUTING BELIUNG,Kec. Bulu Ds. Danupayan,TEMANGGUNG,JAWA TENGAH,,• Hujan disertai angin,,,,1,0
54,3518,2019-12-25,PUTING BELIUNG,Kec. Pace Ds. Joho Kec. Nganjuk Kel. Kauman Kec. Bogor Ds. Kedongdong Kec. Ngluyu Ds. Lengkonglor,NGANJUK,JAWA TIMUR,,• Akibat hujan disertai angin kencang,,,,3,0
55,3303,2019-12-25,TANAH LONGSOR,Kec. Mrebet Ds. Tangkisan,PURBALINGGA,JAWA TENGAH,,• Hujan dan kondisi tanah yang labil,,,,1,0
56,3503,2019-12-25,PUTING BELIUNG,Kec. Durenan Ds. Malasan Kec. Gundasari Ds. Karanganyar Ds. Wonoanti,TRENGGALEK,JAWA TIMUR,,• Akibat hujan disertai angin kencang,,,,27,0
57,3506,2019-12-25,PUTING BELIUNG,Kec. Gringging Ds. Wonoasri Kec. Grogol Ds. Grogol Ds. Bedrek Kec. Tarokan Kec. Semen Ds. Semen,KEDIRI,JAWA TIMUR,,• terjadi hujan disertai butiran es dan angin kencang,,,,100,1
58,3312,2019-12-25,PUTING BELIUNG,Kec. Ngadirojo Kec. Wonogiri,WONOGIRI,JAWA TENGAH,,• Hujan disertai angin,,,,3,0
59,3308,2019-12-25,PUTING BELIUNG,Kec. Kejoran Ds. Kejoran,MAGELANG,JAWA TENGAH,,• Akibat hujan disertai angin kencang,,,,4,0
60,3515,2019-12-25,PUTING BELIUNG,Kec. Tanggulangin Ds. Banjarpanji Ds. Banjarasri Kec. Wonoayu Ds. Suwocangkring,SIDOARJO,JAWA TIMUR,,• Akibat hujan disertai angin kencang,,,,67,2
61,3312,2019-12-25,TANAH LONGSOR,Kec. Ngadirojo Kec. Wonogiri,WONOGIRI,JAWA TENGAH,,• hujan dan kondisi tanah yang labil,,,,1,0
62,3372,2019-12-25,PUTING BELIUNG,,KOTA SURAKARTA,JAWA TENGAH,,• Hujan deras di sertai angin kencang,,,,0,3
63,5272,2019-12-25,BANJIR,Kec. Rasanae Barat Kel. Dara Kel. Pane Kec. Mpunda Kel. Sambinae,KOTA BIMA,NUSA TENGGARA BARAT,,• Akibat hujan dengan intensitas tinggi,,,,0,0
64,3505,2019-12-25,PUTING BELIUNG,Kec. Sutojayan Kel. Kembangarum Ds. Kembang Kec. Talun Kel. Kamulan Ds. Kendalrejo Kec. Garum Ds. Slorok,BLITAR,JAWA TIMUR,,• Akibat hujan disertai angin kencang,,,,1,1
65,3322,2019-12-25,PUTING BELIUNG,Kec. Tuntang Ds. Watuagung Kel. Beiji Ungaran Timur,SEMARANG,JAWA TENGAH,,• Akibat hujan disertai angin kencang,,,,6,0
66,3278,2019-12-24,PUTING BELIUNG,Kec. Tamansari Kel. Setiamulya,KOTA TASIKMALAYA,JAWA BARAT,,• Angin kencang,,,,1,0
67,3309,2019-12-24,PUTING BELIUNG,Kec. Sawit Ds. Jenengan Ds. Kemasan Ds. Jatirejo Ds. Cepoko,BOYOLALI,JAWA TENGAH,,• Akibat hujan disertai angin kencang,,,1.0,1,0
68,3310,2019-12-24,PUTING BELIUNG,Kec. Ngawen Ds. Manjunga Ds. Pepe,KLATEN,JAWA TENGAH,,• Akibat hujan disertai angin kencang,,,,4,0
69,1302,2019-12-24,BANJIR,Kec. IV Jurai Nagari Ampuan Lumpo Jorong Rimbo Laweh Nagari Bukit Kacia Jorong Koto Ranggo Jorong Ambacang Badak Nagari Lampu Induk Nagari Sungai Sariak Nagari Limau Gadang Nagari Batu Kunik Nagari Taratak Tanggah Kec. Bayang Nagari Gurun Panjang,PESISIR SELATAN,SUMATERA BARAT,,• Akibat hujan dengan intensitas tinggi dan meluapnya sungai batang lumpo,,,,0,0
70,3579,2019-12-23,BANJIR,Kec. Batu Ds. Sidomulyo,KOTA BATU,JAWA TIMUR,,"• Akibat hujan intensitas tinggi yang mengguyur Kota Batu pada pukul 14.30 – 16.00 WIB menyebabkan saluran drainase mengalami pendangkalan, sempit, rendahnya talud serta tersumbat sampah",,,,1,1
71,7207,2019-12-23,BANJIR,Kec. Paleleh Barat  Ds. Harmoni Kec. Paleleh Ds. Lintidu,BUOL,SULAWESI TENGAH,,• Akibat hujan dengan intesitas tinggi,,,,0,1
72,3313,2019-12-23,TANAH LONGSOR,Kec. Ngargoyoso Ds. Nglegok,KARANGANYAR,JAWA TENGAH,,• Akibat hujan disertai angin kencang,,,,1,0
73,3501,2019-12-23,TANAH LONGSOR,Kec. Bandar Ds. Bandar,PACITAN,JAWA TIMUR,,• Akibat hujan disertai struktur tanah yang labil,,,,1,0
74,1606,2019-12-23,TANAH LONGSOR,Kec. Sekayu Ds. Bandar Jaya,MUSI BANYU ASIN,SUMATERA SELATAN,,• Akibat hujan dengan intesitas tinggi disertai struktur tanah yang labil,,,,1,0
75,3528,2019-12-23,PUTING BELIUNG,Kec. Pakong Ds. Pakong,PAMEKASAN,JAWA TIMUR,,• Akibat hujan dengan intesitas tinggi disertai angin kencang,,,,7,0
76,5202,2019-12-23,PUTING BELIUNG,Kec. Praya Tengah Ds. Bunut Baok,LOMBOK TENGAH,NUSA TENGGARA BARAT,,• Akibat hujan disertai angin kencang,,,,39,0
77,9103,2019-12-23,BANJIR,Kec. Wasior Kel. Wasior,TELUK WONDAMA,PAPUA BARAT,,• Akibat hujan dengan intesitas tinggi serta meluapnya sungai Anggris,,,,0,21
78,1312,2019-12-23,BANJIR,Kec. Kec. Gunung Tuleh Kec. Lembah Melintang Kec. Ranah Batahan Kec. Sungai Aur Kec. Luhak Nan Duo,PASAMAN BARAT,SUMATERA BARAT,,• Akibat hujan dengan intensitas tinggi dan meluapnya Sungai Batang Bayang,1.0,,,2,2
79,3320,2019-12-22,PUTING BELIUNG,Kec. Donorejo Ds. Tulakan,JEPARA,JAWA TENGAH,,• Akibat hujan disertai angin kencang,,,,2,0
80,3374,2019-12-22,TANAH LONGSOR,Kec. Semarang Barat Kel. Manyaran,KOTA SEMARANG,JAWA TENGAH,,• Akibat hujan disertai struktur tanah yang labil,,,,2,0
81,3327,2019-12-22,PUTING BELIUNG,Kec. Taman Ds. Taman Dsn. Bandelan Dkh. Kalibaros,PEMALANG,JAWA TENGAH,,• Akibat hujan disertai angin kencang,,,,8,0
82,3171,2019-12-22,PUTING BELIUNG,Kec. Kebayoran Baru Kel. Gandaria Utara Jl. Antena VII RT. 02 / 08,KOTA JAKARTA SELATAN,DKI JAKARTA,,• Akibat hujan disertai angin kencang,,,1.0,0,1
83,1801,2019-12-22,TANAH LONGSOR,Kec. Sumber Jaya Pekon Simpang Sari Pemangku wono Sari II dan III,LAMPUNG BARAT,LAMPUNG,,• Akibat hujan disertai struktur tanah yang labil,,,,9,0
84,3517,2019-12-22,PUTING BELIUNG,Kec. Kesamben Ds. Gumulan,JOMBANG,JAWA TIMUR,,• Akibat hujan deras disertai angin kencang,,,,16,1
85,5103,2019-12-22,PUTING BELIUNG,Kec. Abiansemal Ds. Selat,BADUNG,BALI,,• Akibat cuaca ekstrim (Hujan deras dan angin kencang),,,,2,0
86,3318,2019-12-22,PUTING BELIUNG,Kec. Tambakromo Ds. Kedalingan Ds. Tambakromo Ds. Tambah Agung Ds. Angkatan Kidul Ds. Mangunrekso Kec. Pati Ds. Tambahharjo,PATI,JAWA TENGAH,,• Akibat hujan deras disertai angin kencang,,,,8,1
87,3201,2019-12-22,TANAH LONGSOR,Kec. Caringin Ds. Lemah Duhur Kamp. Tajur Tengah RT. 04 / 07,BOGOR,JAWA BARAT,,• Akibat hujan dengan intensitas tinggi,,,,11,0
88,3502,2019-12-22,PUTING BELIUNG,Kec. Slahung Ds. Jebeng Ds. Nailan Kec. Balong Ds. Singkil,PONOROGO,JAWA TIMUR,,• Akibat hujan disertai angin kencang,,,,2,0
89,3314,2019-12-22,PUTING BELIUNG,Kec. Sragen Kec. Masaran Kec. Tanon Kec. Karangmalang Kec. Mondokan,SRAGEN,JAWA TENGAH,,• Akibat hujan disertai angin kencang,,,,2,1
90,3374,2019-12-22,TANAH LONGSOR,Kec. Semarang Barat Kel. Mayaran Jl. Roro Jonggrang Timur 1 RT. 12 / VI,KOTA SEMARANG,JAWA TENGAH,,• Akibat hujan disertai struktur tanah yang labil,,,,2,0
91,3328,2019-12-22,PUTING BELIUNG,Kec. Kramat Kec. Talang Kec. Suradadi Kec. Tarub Kec. Dukuhturi Ds. Kertaharja Ds. Texin Ds. Kaligayam Ds. Pacul Ds. Cangkring Ds. Karangwuluh Ds. Kedokan Ds. Bumiharja Ds. Kesadikan Ds. Pebedan,TEGAL,JAWA TENGAH,,• Akibat hujan deras disertai angin kencang,,,,15,3
92,3329,2019-12-22,PUTING BELIUNG,Kec. Jatibarang Ds. Tegalwulung Kec. Brebes Ds. Banjaranyar Kec. Banjarharjo Ds. Sukareja Ds. Cibuniwangi Ds. Cikakak Ds. Cigadung Ds. Pende,BREBES,JAWA TENGAH,,• Akibat hujan disertai angin kencang,,,,1,0
93,3502,2019-12-22,PUTING BELIUNG,Kec. Balong Kec. Slahun Ds. Crabak Dkh. Budu Dkh. Bulu,PONOROGO,JAWA TIMUR,,• Akibat hujan deras disertai angin kencang,,,,8,0
94,3201,2019-12-22,BANJIR,Kec. Cigombong Ds. Ciburuy,BOGOR,JAWA BARAT,,• Akibat hujan dengan intensitas tinggi,,,,3,0
95,3310,2019-12-22,PUTING BELIUNG,Kec. Klaten Selatan Ds. Nglinggi Ds. Ngalas Ds. Jetis Kel. Gayamprit Kec. Klaten Tengah Kel. Klaten Kel. Kabupaten Kec. Klaten Utara Kel. Gergunung Ds. Jonggrangan Kec. Ngawen Ds. Manjung Kec. Manisrenggo Ds. Tijayan Kec. Trucuk Ds. Gaden,KLATEN,JAWA TENGAH,,• Akibat hujan disertai angin kencang,,,,8,4
96,3202,2019-12-21,PUTING BELIUNG,Kec. Ciambar Ds. Ginanjar Kec. Ciambar Ds. Ciambar Ds. Ambar Jaya Ds. Cibunar Jaya Kec. Solear Ds. Munjul,SUKABUMI,JAWA BARAT,,• Akibat hujan disertai angin kencang,,,,67,6
97,3320,2019-12-21,BANJIR,Kec. Jepara Ds.  Panggang,JEPARA,JAWA TENGAH,,• Akibat hujan dengan intensitas tinggi,,,,0,0
98,3513,2019-12-21,PUTING BELIUNG,Kec. Lumbang Ds. Lumbang,PROBOLINGGO,JAWA TIMUR,,• Akibat hujan deras disertai angin kencang,,,,1,2
99,3603,2019-12-21,PUTING BELIUNG,Kec. Mekar Ds. Waliwis,TANGERANG,BANTEN,,• Akibat hujan deras disertai angin kencang,,,,30,2
100,3604,2019-12-21,PUTING BELIUNG,Kec. Tanara Ds. Tenjoayu,SERANG,BANTEN,,• Akibat hujan disertai angin kencang,,,,3,0
101,3520,2019-12-21,PUTING BELIUNG,Kec. Parang Ds. Ngaglik,MAGETAN,JAWA TIMUR,,• Akibat angin kencang,,,,1,0
102,3323,2019-12-21,PUTING BELIUNG,Kec. Bejen Ds. Jlegong,TEMANGGUNG,JAWA TENGAH,,• Akibat hujan disertai angin kencang,,,,1,0
103,3320,2019-12-21,PUTING BELIUNG,Kec. Mlonggo Ds. Wonorejo,JEPARA,JAWA TENGAH,,• Akibat hujan disertai angin kencang,,,,1,0
104,5272,2019-12-21,PUTING BELIUNG,Kec. Rasanae Barat Kel. Dara Kel. Penaraga Kel. Panggi,KOTA BIMA,NUSA TENGGARA BARAT,,• Akibat hujan disertai angin kencang,,,,0,11
105,3672,2019-12-21,BANJIR,Kec. Pulomerak Kel. Mekarsari Kel. Lebakgede,KOTA CILEGON,BANTEN,,• Akibat Cuaca Ekstrim dan Drainase yang buruk,,,,1,0
106,1611,2019-12-21,TANAH LONGSOR,Kec. Pendopo Barat Ds. Tanjung Raya Ds. Ponre – Ponre Ds. Binuang Ds. Swadaya Ds. Siwa Ds. Mario,EMPAT LAWANG,SUMATERA SELATAN,,• Akibat hujan dengan intensitas tinggi disertai struktur tanah yang labil,,,1.0,3,0
107,3201,2019-12-21,PUTING BELIUNG,Kec. Caringin Ds. Pancawati Kamp. Lemah Nendet RT. 01 / 03 Kamp. Pasir Tengah RT. 01 / 07,BOGOR,JAWA BARAT,,• Akibat hujan disertai angin kencang,,,,3,0
108,1375,2019-12-20,TANAH LONGSOR,Kec. Guguk Panjang Kel. Gulai Bancah Kel. Benteng Pasar Atas,KOTA BUKITTINGGI,SUMATERA BARAT,,• Akibat hujan dengan intensitas tinggi sehingga terjadinya longsor,,1.0,,0,0
109,1409,2019-12-20,BANJIR,Kec. Pujud Ds. Air Hitam Ds. Ulak Kumahang Kec. Rantau Kopar Ds. Sekapas Kel. Ranto Kec. Tanah Putih Ds. Putat Kec. Pulo Tanjung Kec. Tanjung Medan Ds. Bagan Nenas Kec. Tanah Putih,ROKAN HILIR,RIAU,,• hujan dengan intensitas tinggi,,,,0,0
110,3312,2019-12-20,PUTING BELIUNG,Kec. Selogiri Ds. Pule,WONOGIRI,JAWA TENGAH,,• Akibat hujan disertai angin kencang,,,,1,2
111,3314,2019-12-20,PUTING BELIUNG,Kec. Sragen Kec. Ngrampal Kec. Karang Malang Kec. Sambung Macan Kec. Tangen Kec. Tanon,SRAGEN,JAWA TENGAH,,• Akibat hujan disertai angin kencang,,,,2,0
112,3308,2019-12-20,PUTING BELIUNG,Kec. Pakis Ds. Rejosari Dsn. Ngalarangan Kec. Grabag Kec. Tegalrejo Ds. Girirejo Dsn. Sobokarang Ds. Sidodadi Dsn. Getho Ds. Sukorejo Dsn. Tegalrandu,MAGELANG,JAWA TENGAH,,• Akibat terjadinya angin kencang di sebagian wilayah Kabupaten Magelang mengakibatkan beberapa pohon tumbang sehingga menimpa rumah warga,,,,5,0
113,3310,2019-12-20,PUTING BELIUNG,Kec. Wonosari Ds. Bantangan Ds. Boto Kec. Delanggu Ds. Banaran Ds. Delanggu Kec. Polanharjo Ds. Kebonjarho Ds. Kranggan,KLATEN,JAWA TENGAH,,• Akibat hujan disertai angin kencang,,,,6,0
114,3305,2019-12-20,PUTING BELIUNG,Kec. Kuwarasan Ds. Purwodadi,KEBUMEN,JAWA TENGAH,,• Akibat hujan disertai angin kencang,,,,1,0
115,3323,2019-12-20,PUTING BELIUNG,Kec. Jumo Ds. Gedongsari Dsn. Balekerso RT. 02 / 04,TEMANGGUNG,JAWA TENGAH,,• Akibat hujan disertai angin kencang,,,,1,0
116,3207,2019-12-20,PUTING BELIUNG,Kec. Cipaku Ds. Selamanik Kec. Panjalu Ds. Panjalu Kec. Sindangkasih Ds. Gunung Cupu Kec. Panumbangan Ds. Golat,CIAMIS,JAWA BARAT,,• Akibat hujan disertai angin kencang,,,,36,1
117,1404,2019-12-20,BANJIR,Kec. Langgam Kel. Langgam Ds. Lubuk Ogung Kec. Pangkalan kerinci Ds. Rantau Baru Kec. Bonai Darussalam Ds. Kasang Padang Ds. Bonai Darussalam Ds. Sontang,PELALAWAN,RIAU,,• hujan dengan intensitas tinggi,,,,0,73
118,3207,2019-12-20,PUTING BELIUNG,Kec. Sindangsari Ds. Cikoneng Dsn. Sukahurip RT 08/ RW 11,CIAMIS,JAWA BARAT,,• Akibat hujan deras disertai angin kencang,,,,1,0
